gender,age,age_other,diff_age,race,race_other,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_other,match
female,27,25,2,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,organizational psychology,25,20,25,20,10,0,Medium,Medium,High,Medium,Medium,Low,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Medium,No,No,No,Yes
female,27,30,3,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,organizational psychology,30,20,10,30,0,10,Medium,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Medium,No,No,No,Yes
female,27,23,4,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,organizational psychology,20,25,20,15,10,10,Medium,High,High,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,27,24,3,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,25,35,30,10,0,0,Medium,Medium,Medium,Low,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,Medium,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Low,No,No,No,Yes
female,27,24,3,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,25,15,25,25,15,15,Medium,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,Yes,Yes
female,27,28,1,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,25,15,25,15,0,20,Medium,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,No,No,Yes,Yes
female,27,26,1,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,20,35,20,10,10,5,Medium,High,High,High,High,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,27,30,3,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,20,20,25,25,5,5,Medium,Low,High,Medium,Medium,Low,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,No,No,Yes
female,27,22,5,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,30,15,25,25,5,0,Low,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,27,25,2,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,organizational psychology,20,20,20,20,5,15,Medium,High,High,Medium,High,Low,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Low,No,No,No,Yes
female,27,27,0,european/caucasian-american,black/african american,No,Medium,High,organizational psychology,35,10,20,15,10,10,Medium,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,27,23,4,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,25,10,35,15,0,15,Low,High,High,Low,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Yes,Yes,No,Yes
female,27,21,6,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,15,20,15,30,5,15,Medium,Medium,Medium,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,Yes,Yes
female,27,28,1,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,40,15,20,10,5,10,Medium,High,High,Medium,High,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,27,28,1,european/caucasian-american,european/caucasian-american,Yes,Medium,High,organizational psychology,40,20,20,20,0,0,Medium,High,Medium,Medium,High,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Low,No,No,No,Yes
female,27,23,4,european/caucasian-american,black/african american,No,Medium,High,organizational psychology,20,25,25,10,10,10,Medium,High,High,Medium,Medium,Medium,10,10,30,25,10,15,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,No,Yes,No,Yes
female,23,25,2,black/african american,asian/pacific islander/asian-american,No,High,Low,law,25,20,25,20,10,0,High,High,High,High,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Low,High,High,Low,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,23,30,7,black/african american,asian/pacific islander/asian-american,No,High,Low,law,30,20,10,30,0,10,Medium,Medium,Medium,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Low,Low,High,Low,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,No,No,No,Yes
female,23,23,0,black/african american,asian/pacific islander/asian-american,No,High,Low,law,20,25,20,15,10,10,Medium,High,High,High,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,No,No,No,Yes
female,23,24,1,black/african american,european/caucasian-american,No,High,Low,law,25,35,30,10,0,0,Medium,Medium,Medium,Medium,Medium,Low,50,10,20,10,10,0,High,Low,Medium,High,High,Low,Medium,High,Medium,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,23,24,1,black/african american,european/caucasian-american,No,High,Low,law,25,15,25,25,15,15,Medium,Medium,Medium,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,Yes,Yes
female,23,28,5,black/african american,european/caucasian-american,No,High,Low,law,25,15,25,15,0,20,Medium,Medium,Medium,High,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Medium,Medium,High,Low,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,Yes,Yes
female,23,26,3,black/african american,european/caucasian-american,No,High,Low,law,20,35,20,10,10,5,High,High,High,High,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,Medium,Medium,High,Medium,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,Yes,Yes
female,23,30,7,black/african american,european/caucasian-american,No,High,Low,law,20,20,25,25,5,5,Medium,Medium,Medium,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Medium,High,Medium,Medium,Medium,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,No,No,Yes,Yes
female,23,22,1,black/african american,european/caucasian-american,No,High,Low,law,30,15,25,25,5,0,Medium,Medium,Medium,High,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,Medium,Medium,High,Medium,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,High,Medium,No,Yes,No,Yes
female,23,25,2,black/african american,asian/pacific islander/asian-american,No,High,Low,law,20,20,20,20,5,15,High,Medium,Medium,High,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,High,High,High,Medium,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,Yes,Yes,Yes
female,23,27,4,black/african american,black/african american,Yes,High,Low,law,35,10,20,15,10,10,Medium,Medium,Medium,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,Yes,Yes,Yes,Yes
female,23,23,0,black/african american,european/caucasian-american,No,High,Low,law,25,10,35,15,0,15,Medium,High,High,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,High,Medium,High,High,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,Yes,No,No,Yes
female,23,21,2,black/african american,european/caucasian-american,No,High,Low,law,15,20,15,30,5,15,Medium,Medium,Medium,Medium,Medium,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Low,High,High,Low,High,Low,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,23,28,5,black/african american,european/caucasian-american,No,High,Low,law,40,15,20,10,5,10,Medium,High,High,High,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Low,High,High,Low,High,Medium,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,No,No,No,Yes
female,23,28,5,black/african american,european/caucasian-american,No,High,Low,law,40,20,20,20,0,0,Medium,High,High,Medium,High,Medium,50,10,20,10,10,0,High,Low,Medium,High,High,Low,High,High,Medium,High,Medium,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,23,23,0,black/african american,black/african american,Yes,High,Low,law,20,25,25,10,10,10,High,High,High,High,High,High,50,10,20,10,10,0,High,Low,Medium,High,High,High,High,High,High,High,High,Medium,Low,Medium,High,Low,Low,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low,Low,High,Medium,Yes,Yes,Yes,Yes
female,24,25,1,latino/hispanic american,asian/pacific islander/asian-american,No,Medium,Medium,law,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,High,High,High,High,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,No,Yes
female,24,30,6,latino/hispanic american,asian/pacific islander/asian-american,No,Medium,Medium,law,30,20,10,30,0,10,Medium,Medium,Medium,High,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Low,High,High,Medium,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,No,Yes
female,24,23,1,latino/hispanic american,asian/pacific islander/asian-american,No,Medium,Medium,law,20,25,20,15,10,10,Medium,High,High,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium.Medium,Medium,No,Yes,No,Yes
female,24,24,0,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,25,35,30,10,0,0,Low,Medium,Medium,Medium,Medium,Low,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,High,High,Medium,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,High,Medium,No,Yes,No,Yes
female,24,24,0,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,25,15,25,25,15,15,High,Medium,Medium,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,No,No,Yes,Yes
female,24,28,4,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,25,15,25,15,0,20,Medium,Medium,Medium,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,24,26,2,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,20,35,20,10,10,5,Medium,High,Medium,High,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,High,Medium,High,High,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,24,30,6,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,20,20,25,25,5,5,Low,Medium,Medium,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,High,High,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,Yes,Yes
female,24,22,2,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,30,15,25,25,5,0,Low,Medium,Medium,Medium,Medium,Low,20,20,20,15,15,10,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,Yes,No,Yes
female,24,25,1,latino/hispanic american,asian/pacific islander/asian-american,No,Medium,Medium,law,20,20,20,20,5,15,Medium,High,Medium,High,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
female,24,27,3,latino/hispanic american,black/african american,No,Medium,Medium,law,35,10,20,15,10,10,Medium,Medium,Medium,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,No,Yes
female,24,23,1,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,25,10,35,15,0,15,Low,High,High,High,High,High,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Low,Low,High,Low,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Yes,No,No,Yes
female,24,21,3,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,15,20,15,30,5,15,Medium,Medium,Medium,Medium,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Low,High,High,Medium,High,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,Yes,No,Yes
female,24,28,4,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,40,15,20,10,5,10,Medium,High,High,Medium,High,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,No,Yes
female,24,28,4,latino/hispanic american,european/caucasian-american,No,Medium,Medium,law,40,20,20,20,0,0,Low,High,Medium,High,Medium,Medium,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,High,High,Medium,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,Medium,No,No,Yes
female,24,23,1,latino/hispanic american,black/african american,No,Medium,Medium,law,20,25,25,10,10,10,Medium,High,High,High,High,High,20,20,20,15,15,10,Medium,High,Medium,High,Medium,Medium,Medium,High,High,Medium,Medium,Low,Low,Medium,High,High,High,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,21,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,High,Medium,operations research,12,18,20,16,16,18,Medium,High,Medium,High,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Low,High,High,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,27,2,asian/pacific islander/asian-american,black/african american,No,High,Medium,operations research,20,20,20,10,10,20,Medium,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,High,High,High,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,21,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,High,Medium,operations research,10,20,40,10,10,10,Medium,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,Yes,Yes
male,25,27,2,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,10,20,20,15,20,15,Medium,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,High,High,High,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,25,0,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,20,20,15,15,15,15,Medium,High,High,Medium,High,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,High,High,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,23,2,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,20,20,20,15,15,10,Low,Medium,Medium,Low,Medium,Low,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,22,3,asian/pacific islander/asian-american,latino/hispanic american,No,High,Medium,operations research,17,10,18,20,25,10,Low,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,Medium,High,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,26,1,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,Medium,High,Medium,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,22,3,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,20,22,18,15,15,10,Medium,High,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,Low,Medium,Low,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Medium,No,No,No,Yes
male,25,23,2,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,10,20,20,20,20,10,Low,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,24,1,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,35,10,20,20,10,5,Medium,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,27,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,High,Medium,operations research,50,0,50,0,0,0,Medium,High,Medium,High,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,High,Medium,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,30,5,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,30,20,30,10,0,10,Medium,High,Medium,High,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,High,High,High,Medium,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,Yes,Yes
male,25,21,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,High,Medium,operations research,30,5,30,15,15,5,Medium,Medium,Medium,Medium,Medium,Medium,25,20,25,20,10,0,Low,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Medium,Low,No,No,No,Yes
male,25,25,0,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,20,23,23,22,7,5,Medium,High,High,Medium,Medium,High,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,Yes,Yes
male,25,26,1,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,20,25,20,15,15,5,Low,Medium,Low,Low,Low,Low,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,High,High,Medium,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,27,2,asian/pacific islander/asian-american,european/caucasian-american,No,High,Medium,operations research,10,10,30,25,10,15,Low,Medium,Medium,Medium,Medium,Low,25,20,25,20,10,0,Low,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,23,2,asian/pacific islander/asian-american,black/african american,No,High,Medium,operations research,50,10,20,10,10,0,Low,High,High,Low,High,Low,25,20,25,20,10,0,Low,High,High,High,Medium,High,High,High,High,High,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,No,Yes
male,25,24,1,asian/pacific islander/asian-american,latino/hispanic american,No,High,Medium,operations research,20,20,20,15,15,10,Medium,Medium,High,High,High,High,25,20,25,20,10,0,Low,High,High,High,Medium,Low,High,High,High,Medium,Medium,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,Medium,Low,Low,Low,Low,Low,No,No,Yes,Yes
male,30,21,9,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,law,12,18,20,16,16,18,Medium,High,Medium,Medium,High,Medium,30,20,10,30,0,10,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,No,No,Yes
male,30,27,3,asian/pacific islander/asian-american,black/african american,No,Low,Low,law,20,20,20,10,10,20,Medium,Medium,Medium,Medium,Medium,Low,30,20,10,30,0,10,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,No,No,Yes
male,30,21,9,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,law,10,20,40,10,10,10,Medium,Medium,Medium,Medium,Medium,Medium,30,20,10,30,0,10,Medium,Medium,Medium,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,No,No,Yes
