gender,race,race_other,samerace,importance_same_race,importance_same_religion,field,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_other,match
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,High,High,Medium,High,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,High,Medium,No,Yes,Yes,Yes
female,european/caucasian-american,latino/hispanic american,No,Low,Low,business,Medium,Medium,High,Medium,High,High,High,High,High,High,High,Medium,High,High,Medium,High,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,High,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,High,Medium,High,High,Medium,Medium,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,High,Medium,High,Medium,High,High,High,High,High,High,High,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Low,business,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,High,High,Medium,High,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,High,High,Medium,Medium,Medium,Low,High,High,High,High,High,Medium,High,High,High,Medium,High,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Low,No,Yes,Yes,Yes
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Low,No,No,No,No
female,european/caucasian-american,latino/hispanic american,No,Low,Low,business,High,High,Medium,High,Medium,High,High,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Low,Low,business,High,High,High,High,High,High,High,High,High,High,High,Medium,High,Medium,Medium,High,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Low,business,High,Medium,Medium,Medium,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,High,Medium,Medium,High,Low,Medium,High,Low,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,High,Medium,High,Medium,High,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,qmss,Medium,High,High,Medium,High,Medium,Medium,High,High,High,High,Medium,High,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,High,High,High,High,High,High,Medium,High,High,High,High,Low,High,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Low,High,Medium,Low,Medium,Low,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Low,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,other,No,High,High,qmss,High,High,High,High,High,High,Medium,High,High,High,High,Low,High,High,Low,High,Low,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,qmss,Medium,Medium,High,High,High,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,High,High,High,Low,Medium,Medium,Low,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,High,High,High,High,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,latino/hispanic american,No,High,High,qmss,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,High,Medium,High,High,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,High,Medium,No,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,High,High,High,High,Medium,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,High,High,No,Yes,Yes,Yes
female,european/caucasian-american,latino/hispanic american,No,High,High,qmss,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,Medium,High,Low,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,High,qmss,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,qmss,Medium,High,High,High,High,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,High,High,High,High,High,Medium,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,mathematics,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,Medium,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,High,High,High,High,High,High,Medium,High,High,High,High,Medium,High,Medium,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,High,Medium,High,Medium,Medium,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,Yes,Yes,Yes
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,No,No,No,No
female,european/caucasian-american,other,No,High,Medium,mathematics,High,High,High,High,High,High,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,mathematics,High,High,High,Medium,Medium,Low,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,High,Low,Medium,High,High,High,High,Low,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,Yes,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,No,No,Yes,No
female,european/caucasian-american,latino/hispanic american,No,High,Medium,mathematics,Medium,Medium,Medium,Low,Medium,Low,Medium,High,High,High,High,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,mathematics,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Low,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Low,High,High,Medium,Low,Low,Medium,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,High,High,High,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,latino/hispanic american,No,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,mathematics,Medium,High,High,High,High,Medium,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,Yes,Yes,Yes
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,High,High,High,High,Medium,Medium,High,High,High,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Low,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,mathematics,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,High,High,High,High,High,High,High,High,High,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Low,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,High,High,Medium,High,High,High,High,High,High,Medium,High,Medium,High,High,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,High,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,Medium,High,High,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,Yes,No
female,european/caucasian-american,other,No,Medium,High,mathematics,High,High,High,High,High,High,High,High,High,High,Medium,Low,High,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,mathematics,Medium,Medium,High,Medium,Medium,Low,High,High,High,High,Medium,Low,Medium,High,Medium,High,Low,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,High,Medium,Medium,Medium,Medium,Low,High,High,High,High,Medium,Low,High,High,Low,High,Low,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Low,Yes,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,High,High,High,High,High,Medium,High,High,High,High,Medium,Medium,High,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,High,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Low,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Medium,No,No,No,No
female,european/caucasian-american,latino/hispanic american,No,Medium,High,mathematics,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,High,High,High,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,High,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,High,High,Medium,Medium,Medium,High,High,High,High,Medium,High,High,High,High,High,High,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,High,High,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,Medium,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,mathematics,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,Medium,High,Low,Low,Low,High,High,High,High,Medium,High,Low,High,High,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,High,High,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Low,Medium,No,No,Yes,No
female,european/caucasian-american,latino/hispanic american,No,Medium,High,mathematics,High,High,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,Medium,High,mathematics,Medium,High,High,High,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,mathematics,High,High,High,High,High,Medium,High,High,High,High,Medium,Medium,High,High,Medium,High,Low,Low,Low,High,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Low,Medium,High,Low,Low,Medium,High,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,High,Medium,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Medium,Medium,High,High,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Low,Yes,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,High,High,High,High,Medium,High,Medium,High,High,High,Low,High,High,Medium,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Low,Yes,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,High,No,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Medium,Medium,High,Medium,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,High,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Medium,High,Medium,Medium,Medium,High,Medium,High,High,High,Medium,High,High,High,High,High,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Medium,No,No,Yes,No
female,european/caucasian-american,other,No,High,Medium,business,Medium,High,High,High,High,Medium,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,High,No,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Medium,Low,Low,High,Low,High,Medium,High,High,High,Low,Medium,High,Low,Low,Low,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Low,Medium,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,High,High,High,High,Medium,Low,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,No,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Low,Low,Low,Low,Low,High,Medium,High,High,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,european/caucasian-american,latino/hispanic american,No,High,Medium,business,Medium,Medium,Medium,High,Medium,High,High,Medium,High,High,High,Medium,High,High,Medium,Medium,High,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,High,Yes,No,Yes,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Low,Low,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,Medium,High,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Medium,Yes,Yes,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Medium,Yes,No,No,No
female,european/caucasian-american,asian/pacific islander/asian-american,No,High,Medium,business,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Low,Medium,Medium,Low,Low,Low,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,Medium,High,No,No,No,No
female,european/caucasian-american,european/caucasian-american,Yes,High,Medium,business,Low,Medium,High,Medium,High,Medium,High,Medium,High,High,High,High,Medium,High,High,High,Medium,High,Medium,High,High,High,High,Low,Low,High,High,Medium,Medium,Medium,Low,High,High,Medium,Medium,Low,High,Medium,No,No,No,No
